chapter,verse,has_sanskrit,has_hindi,has_english,has_bengali,has_audio_sa,has_audio_hi,has_audio_en,has_audio_bn,notes
2,72,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,1,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,2,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,3,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,4,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,5,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,6,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,7,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,8,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,9,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,10,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,11,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,12,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,13,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,14,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,15,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,16,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,17,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,18,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,19,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,20,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,21,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,22,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,23,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,24,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,25,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,26,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,27,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,28,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,29,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,30,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,31,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,32,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,33,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,34,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,35,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,36,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,37,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,38,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,39,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,40,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,41,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,42,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
3,43,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,1,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,2,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,3,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,4,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,5,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,6,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,7,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,8,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,9,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,10,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,11,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,12,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,13,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,14,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,15,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,16,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,17,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,18,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,19,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,20,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,21,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,22,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,23,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,24,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,25,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,26,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,27,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,28,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,29,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,30,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,31,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,32,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,33,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,34,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,35,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,36,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,37,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,38,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,39,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,40,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,41,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
4,42,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,1,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,2,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,3,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,4,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,5,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,6,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,7,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,8,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,9,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,10,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,11,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,12,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
5,13,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
